,Sorah_name,Sorah_num,Ayah_num,Ayah_text
2462,طه,20,115,ولقد عهدنا الى ادم من قبل فنسي ولم نجد له عزما
2463,طه,20,116,واذ قلنا للملائكه اسجدوا لادم فسجدوا الا ابليس ابى
2464,طه,20,117,فقلنا يا ادم ان هذا عدو لك ولزوجك فلا يخرجنكما من الجنه فتشقى
2465,طه,20,118,ان لك الا تجوع فيها ولا تعرى
2466,طه,20,119,وانك لا تظما فيها ولا تضحى
2467,طه,20,120,فوسوس اليه الشيطان قال يا ادم هل ادلك على شجره الخلد وملك لا يبلى
2468,طه,20,121,فاكلا منها فبدت لهما سواتهما وطفقا يخصفان عليهما من ورق الجنه وعصى ادم ربه فغوى
2469,طه,20,122,ثم اجتباه ربه فتاب عليه وهدى
2470,طه,20,123,قال اهبطا منها جميعا بعضكم لبعض عدو فاما ياتينكم مني هدى فمن اتبع هداي فلا يضل ولا يشقى
2471,طه,20,124,ومن اعرض عن ذكري فان له معيشه ضنكا ونحشره يوم القيامه اعمى
2472,طه,20,125,قال رب لم حشرتني اعمى وقد كنت بصيرا
2473,طه,20,126,قال كذلك اتتك اياتنا فنسيتها وكذلك اليوم تنسى
2474,طه,20,127,وكذلك نجزي من اسرف ولم يؤمن بايات ربه ولعذاب الاخره اشد وابقى
2475,طه,20,128,افلم يهد لهم كم اهلكنا قبلهم من القرون يمشون في مساكنهم ان في ذلك لايات لاولي النهى
2476,طه,20,129,ولولا كلمه سبقت من ربك لكان لزاما واجل مسمى
2477,طه,20,130,فاصبر على ما يقولون وسبح بحمد ربك قبل طلوع الشمس وقبل غروبها ومن اناء الليل فسبح واطراف النهار لعلك ترضى
2478,طه,20,131,ولا تمدن عينيك الى ما متعنا به ازواجا منهم زهره الحياه الدنيا لنفتنهم فيه ورزق ربك خير وابقى
2479,طه,20,132,وامر اهلك بالصلاه واصطبر عليها لا نسالك رزقا نحن نرزقك والعاقبه للتقوى
2480,طه,20,133,وقالوا لولا ياتينا بايه من ربه اولم تاتهم بينه ما في الصحف الاولى
2481,طه,20,134,ولو انا اهلكناهم بعذاب من قبله لقالوا ربنا لولا ارسلت الينا رسولا فنتبع اياتك من قبل ان نذل ونخزى
2482,طه,20,135,قل كل متربص فتربصوا فستعلمون من اصحاب الصراط السوي ومن اهتدى
2483,الأنبياء,21,1,بسم الله الرحمن الرحيم اقترب للناس حسابهم وهم في غفله معرضون
2484,الأنبياء,21,2,ما ياتيهم من ذكر من ربهم محدث الا استمعوه وهم يلعبون
2485,الأنبياء,21,3,لاهيه قلوبهم واسروا النجوى الذين ظلموا هل هذا الا بشر مثلكم افتاتون السحر وانتم تبصرون
2486,الأنبياء,21,4,قال ربي يعلم القول في السماء والارض وهو السميع العليم
2487,الأنبياء,21,5,بل قالوا اضغاث احلام بل افتراه بل هو شاعر فلياتنا بايه كما ارسل الاولون
2488,الأنبياء,21,6,ما امنت قبلهم من قريه اهلكناها افهم يؤمنون
2489,الأنبياء,21,7,وما ارسلنا قبلك الا رجالا نوحي اليهم فاسالوا اهل الذكر ان كنتم لا تعلمون
2490,الأنبياء,21,8,وما جعلناهم جسدا لا ياكلون الطعام وما كانوا خالدين
2491,الأنبياء,21,9,ثم صدقناهم الوعد فانجيناهم ومن نشاء واهلكنا المسرفين
2492,الأنبياء,21,10,لقد انزلنا اليكم كتابا فيه ذكركم افلا تعقلون
2493,الأنبياء,21,11,وكم قصمنا من قريه كانت ظالمه وانشانا بعدها قوما اخرين
2494,الأنبياء,21,12,فلما احسوا باسنا اذا هم منها يركضون
2495,الأنبياء,21,13,لا تركضوا وارجعوا الى ما اترفتم فيه ومساكنكم لعلكم تسالون
2496,الأنبياء,21,14,قالوا يا ويلنا انا كنا ظالمين
2497,الأنبياء,21,15,فما زالت تلك دعواهم حتى جعلناهم حصيدا خامدين
2498,الأنبياء,21,16,وما خلقنا السماء والارض وما بينهما لاعبين
2499,الأنبياء,21,17,لو اردنا ان نتخذ لهوا لاتخذناه من لدنا ان كنا فاعلين
2500,الأنبياء,21,18,بل نقذف بالحق على الباطل فيدمغه فاذا هو زاهق ولكم الويل مما تصفون
2501,الأنبياء,21,19,وله من في السماوات والارض ومن عنده لا يستكبرون عن عبادته ولا يستحسرون
2502,الأنبياء,21,20,يسبحون الليل والنهار لا يفترون
2503,الأنبياء,21,21,ام اتخذوا الهه من الارض هم ينشرون
2504,الأنبياء,21,22,لو كان فيهما الهه الا الله لفسدتا فسبحان الله رب العرش عما يصفون
2505,الأنبياء,21,23,لا يسال عما يفعل وهم يسالون
2506,الأنبياء,21,24,ام اتخذوا من دونه الهه قل هاتوا برهانكم هذا ذكر من معي وذكر من قبلي بل اكثرهم لا يعلمون الحق فهم معرضون
2507,الأنبياء,21,25,وما ارسلنا من قبلك من رسول الا نوحي اليه انه لا اله الا انا فاعبدون
2508,الأنبياء,21,26,وقالوا اتخذ الرحمن ولدا سبحانه بل عباد مكرمون
2509,الأنبياء,21,27,لا يسبقونه بالقول وهم بامره يعملون
2510,الأنبياء,21,28,يعلم ما بين ايديهم وما خلفهم ولا يشفعون الا لمن ارتضى وهم من خشيته مشفقون
2511,الأنبياء,21,29,ومن يقل منهم اني اله من دونه فذلك نجزيه جهنم كذلك نجزي الظالمين
2512,الأنبياء,21,30,اولم ير الذين كفروا ان السماوات والارض كانتا رتقا ففتقناهما وجعلنا من الماء كل شيء حي افلا يؤمنون
2513,الأنبياء,21,31,وجعلنا في الارض رواسي ان تميد بهم وجعلنا فيها فجاجا سبلا لعلهم يهتدون
2514,الأنبياء,21,32,وجعلنا السماء سقفا محفوظا وهم عن اياتها معرضون
2515,الأنبياء,21,33,وهو الذي خلق الليل والنهار والشمس والقمر كل في فلك يسبحون
2516,الأنبياء,21,34,وما جعلنا لبشر من قبلك الخلد افان مت فهم الخالدون
2517,الأنبياء,21,35,كل نفس ذائقه الموت ونبلوكم بالشر والخير فتنه والينا ترجعون
2518,الأنبياء,21,36,واذا راك الذين كفروا ان يتخذونك الا هزوا اهذا الذي يذكر الهتكم وهم بذكر الرحمن هم كافرون
2519,الأنبياء,21,37,خلق الانسان من عجل ساريكم اياتي فلا تستعجلون
2520,الأنبياء,21,38,ويقولون متى هذا الوعد ان كنتم صادقين
2521,الأنبياء,21,39,لو يعلم الذين كفروا حين لا يكفون عن وجوههم النار ولا عن ظهورهم ولا هم ينصرون
2522,الأنبياء,21,40,بل تاتيهم بغته فتبهتهم فلا يستطيعون ردها ولا هم ينظرون
2523,الأنبياء,21,41,ولقد استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما كانوا به يستهزئون
2524,الأنبياء,21,42,قل من يكلؤكم بالليل والنهار من الرحمن بل هم عن ذكر ربهم معرضون
2525,الأنبياء,21,43,ام لهم الهه تمنعهم من دوننا لا يستطيعون نصر انفسهم ولا هم منا يصحبون
2526,الأنبياء,21,44,بل متعنا هؤلاء واباءهم حتى طال عليهم العمر افلا يرون انا ناتي الارض ننقصها من اطرافها افهم الغالبون
2527,الأنبياء,21,45,قل انما انذركم بالوحي ولا يسمع الصم الدعاء اذا ما ينذرون
2528,الأنبياء,21,46,ولئن مستهم نفحه من عذاب ربك ليقولن يا ويلنا انا كنا ظالمين
2529,الأنبياء,21,47,ونضع الموازين القسط ليوم القيامه فلا تظلم نفس شيئا وان كان مثقال حبه من خردل اتينا بها وكفى بنا حاسبين
2530,الأنبياء,21,48,ولقد اتينا موسى وهارون الفرقان وضياء وذكرا للمتقين
2531,الأنبياء,21,49,الذين يخشون ربهم بالغيب وهم من الساعه مشفقون
2532,الأنبياء,21,50,وهذا ذكر مبارك انزلناه افانتم له منكرون
2533,الأنبياء,21,51,ولقد اتينا ابراهيم رشده من قبل وكنا به عالمين
2534,الأنبياء,21,52,اذ قال لابيه وقومه ما هذه التماثيل التي انتم لها عاكفون
2535,الأنبياء,21,53,قالوا وجدنا اباءنا لها عابدين
2536,الأنبياء,21,54,قال لقد كنتم انتم واباؤكم في ضلال مبين
2537,الأنبياء,21,55,قالوا اجئتنا بالحق ام انت من اللاعبين
2538,الأنبياء,21,56,قال بل ربكم رب السماوات والارض الذي فطرهن وانا على ذلكم من الشاهدين
2539,الأنبياء,21,57,وتالله لاكيدن اصنامكم بعد ان تولوا مدبرين
2540,الأنبياء,21,58,فجعلهم جذاذا الا كبيرا لهم لعلهم اليه يرجعون
2541,الأنبياء,21,59,قالوا من فعل هذا بالهتنا انه لمن الظالمين
2542,الأنبياء,21,60,قالوا سمعنا فتى يذكرهم يقال له ابراهيم
2543,الأنبياء,21,61,قالوا فاتوا به على اعين الناس لعلهم يشهدون
2544,الأنبياء,21,62,قالوا اانت فعلت هذا بالهتنا يا ابراهيم
2545,الأنبياء,21,63,قال بل فعله كبيرهم هذا فاسالوهم ان كانوا ينطقون
2546,الأنبياء,21,64,فرجعوا الى انفسهم فقالوا انكم انتم الظالمون
2547,الأنبياء,21,65,ثم نكسوا على رءوسهم لقد علمت ما هؤلاء ينطقون
2548,الأنبياء,21,66,قال افتعبدون من دون الله ما لا ينفعكم شيئا ولا يضركم
2549,الأنبياء,21,67,اف لكم ولما تعبدون من دون الله افلا تعقلون
2550,الأنبياء,21,68,قالوا حرقوه وانصروا الهتكم ان كنتم فاعلين
2551,الأنبياء,21,69,قلنا يا نار كوني بردا وسلاما على ابراهيم
2552,الأنبياء,21,70,وارادوا به كيدا فجعلناهم الاخسرين
2553,الأنبياء,21,71,ونجيناه ولوطا الى الارض التي باركنا فيها للعالمين
2554,الأنبياء,21,72,ووهبنا له اسحاق ويعقوب نافله وكلا جعلنا صالحين
2555,الأنبياء,21,73,وجعلناهم ائمه يهدون بامرنا واوحينا اليهم فعل الخيرات واقام الصلاه وايتاء الزكاه وكانوا لنا عابدين
2556,الأنبياء,21,74,ولوطا اتيناه حكما وعلما ونجيناه من القريه التي كانت تعمل الخبائث انهم كانوا قوم سوء فاسقين
2557,الأنبياء,21,75,وادخلناه في رحمتنا انه من الصالحين
2558,الأنبياء,21,76,ونوحا اذ نادى من قبل فاستجبنا له فنجيناه واهله من الكرب العظيم
2559,الأنبياء,21,77,ونصرناه من القوم الذين كذبوا باياتنا انهم كانوا قوم سوء فاغرقناهم اجمعين
2560,الأنبياء,21,78,وداوود وسليمان اذ يحكمان في الحرث اذ نفشت فيه غنم القوم وكنا لحكمهم شاهدين
2561,الأنبياء,21,79,ففهمناها سليمان وكلا اتينا حكما وعلما وسخرنا مع داوود الجبال يسبحن والطير وكنا فاعلين
2562,الأنبياء,21,80,وعلمناه صنعه لبوس لكم لتحصنكم من باسكم فهل انتم شاكرون
2563,الأنبياء,21,81,ولسليمان الريح عاصفه تجري بامره الى الارض التي باركنا فيها وكنا بكل شيء عالمين
2564,الأنبياء,21,82,ومن الشياطين من يغوصون له ويعملون عملا دون ذلك وكنا لهم حافظين
2565,الأنبياء,21,83,وايوب اذ نادى ربه اني مسني الضر وانت ارحم الراحمين
2566,الأنبياء,21,84,فاستجبنا له فكشفنا ما به من ضر واتيناه اهله ومثلهم معهم رحمه من عندنا وذكرى للعابدين
2567,الأنبياء,21,85,واسماعيل وادريس وذا الكفل كل من الصابرين
2568,الأنبياء,21,86,وادخلناهم في رحمتنا انهم من الصالحين
2569,الأنبياء,21,87,وذا النون اذ ذهب مغاضبا فظن ان لن نقدر عليه فنادى في الظلمات ان لا اله الا انت سبحانك اني كنت من الظالمين
2570,الأنبياء,21,88,فاستجبنا له ونجيناه من الغم وكذلك ننجي المؤمنين
2571,الأنبياء,21,89,وزكريا اذ نادى ربه رب لا تذرني فردا وانت خير الوارثين
2572,الأنبياء,21,90,فاستجبنا له ووهبنا له يحيى واصلحنا له زوجه انهم كانوا يسارعون في الخيرات ويدعوننا رغبا ورهبا وكانوا لنا خاشعين
2573,الأنبياء,21,91,والتي احصنت فرجها فنفخنا فيها من روحنا وجعلناها وابنها ايه للعالمين
2574,الأنبياء,21,92,ان هذه امتكم امه واحده وانا ربكم فاعبدون
2575,الأنبياء,21,93,وتقطعوا امرهم بينهم كل الينا راجعون
2576,الأنبياء,21,94,فمن يعمل من الصالحات وهو مؤمن فلا كفران لسعيه وانا له كاتبون
2577,الأنبياء,21,95,وحرام على قريه اهلكناها انهم لا يرجعون
2578,الأنبياء,21,96,حتى اذا فتحت ياجوج وماجوج وهم من كل حدب ينسلون
2579,الأنبياء,21,97,واقترب الوعد الحق فاذا هي شاخصه ابصار الذين كفروا يا ويلنا قد كنا في غفله من هذا بل كنا ظالمين
2580,الأنبياء,21,98,انكم وما تعبدون من دون الله حصب جهنم انتم لها واردون
2581,الأنبياء,21,99,لو كان هؤلاء الهه ما وردوها وكل فيها خالدون
2582,الأنبياء,21,100,لهم فيها زفير وهم فيها لا يسمعون
2583,الأنبياء,21,101,ان الذين سبقت لهم منا الحسنى اولئك عنها مبعدون
2584,الأنبياء,21,102,لا يسمعون حسيسها وهم في ما اشتهت انفسهم خالدون
2585,الأنبياء,21,103,لا يحزنهم الفزع الاكبر وتتلقاهم الملائكه هذا يومكم الذي كنتم توعدون
2586,الأنبياء,21,104,يوم نطوي السماء كطي السجل للكتب كما بدانا اول خلق نعيده وعدا علينا انا كنا فاعلين
2587,الأنبياء,21,105,ولقد كتبنا في الزبور من بعد الذكر ان الارض يرثها عبادي الصالحون
2588,الأنبياء,21,106,ان في هذا لبلاغا لقوم عابدين
2589,الأنبياء,21,107,وما ارسلناك الا رحمه للعالمين
2590,الأنبياء,21,108,قل انما يوحى الي انما الهكم اله واحد فهل انتم مسلمون
2591,الأنبياء,21,109,فان تولوا فقل اذنتكم على سواء وان ادري اقريب ام بعيد ما توعدون
2592,الأنبياء,21,110,انه يعلم الجهر من القول ويعلم ما تكتمون
2593,الأنبياء,21,111,وان ادري لعله فتنه لكم ومتاع الى حين
2594,الأنبياء,21,112,قال رب احكم بالحق وربنا الرحمن المستعان على ما تصفون
2595,الحج,22,1,بسم الله الرحمن الرحيم يا ايها الناس اتقوا ربكم ان زلزله الساعه شيء عظيم
2596,الحج,22,2,يوم ترونها تذهل كل مرضعه عما ارضعت وتضع كل ذات حمل حملها وترى الناس سكارى وما هم بسكارى ولكن عذاب الله شديد
2597,الحج,22,3,ومن الناس من يجادل في الله بغير علم ويتبع كل شيطان مريد
2598,الحج,22,4,كتب عليه انه من تولاه فانه يضله ويهديه الى عذاب السعير
2599,الحج,22,5,يا ايها الناس ان كنتم في ريب من البعث فانا خلقناكم من تراب ثم من نطفه ثم من علقه ثم من مضغه مخلقه وغير مخلقه لنبين لكم ونقر في الارحام ما نشاء الى اجل مسمى ثم نخرجكم طفلا ثم لتبلغوا اشدكم ومنكم من يتوفى ومنكم من يرد الى ارذل العمر لكيلا يعلم من بعد علم شيئا وترى الارض هامده فاذا انزلنا عليها الماء اهتزت وربت وانبتت من كل زوج بهيج
2600,الحج,22,6,ذلك بان الله هو الحق وانه يحيي الموتى وانه على كل شيء قدير
2601,الحج,22,7,وان الساعه اتيه لا ريب فيها وان الله يبعث من في القبور
2602,الحج,22,8,ومن الناس من يجادل في الله بغير علم ولا هدى ولا كتاب منير
2603,الحج,22,9,ثاني عطفه ليضل عن سبيل الله له في الدنيا خزي ونذيقه يوم القيامه عذاب الحريق
2604,الحج,22,10,ذلك بما قدمت يداك وان الله ليس بظلام للعبيد
2605,الحج,22,11,ومن الناس من يعبد الله على حرف فان اصابه خير اطمان به وان اصابته فتنه انقلب على وجهه خسر الدنيا والاخره ذلك هو الخسران المبين
2606,الحج,22,12,يدعو من دون الله ما لا يضره وما لا ينفعه ذلك هو الضلال البعيد
2607,الحج,22,13,يدعو لمن ضره اقرب من نفعه لبئس المولى ولبئس العشير
2608,الحج,22,14,ان الله يدخل الذين امنوا وعملوا الصالحات جنات تجري من تحتها الانهار ان الله يفعل ما يريد
2609,الحج,22,15,من كان يظن ان لن ينصره الله في الدنيا والاخره فليمدد بسبب الى السماء ثم ليقطع فلينظر هل يذهبن كيده ما يغيظ
2610,الحج,22,16,وكذلك انزلناه ايات بينات وان الله يهدي من يريد
2611,الحج,22,17,ان الذين امنوا والذين هادوا والصابئين والنصارى والمجوس والذين اشركوا ان الله يفصل بينهم يوم القيامه ان الله على كل شيء شهيد
2612,الحج,22,18,الم تر ان الله يسجد له من في السماوات ومن في الارض والشمس والقمر والنجوم والجبال والشجر والدواب وكثير من الناس وكثير حق عليه العذاب ومن يهن الله فما له من مكرم ان الله يفعل ما يشاء
2613,الحج,22,19,هذان خصمان اختصموا في ربهم فالذين كفروا قطعت لهم ثياب من نار يصب من فوق رءوسهم الحميم
2614,الحج,22,20,يصهر به ما في بطونهم والجلود
2615,الحج,22,21,ولهم مقامع من حديد
2616,الحج,22,22,كلما ارادوا ان يخرجوا منها من غم اعيدوا فيها وذوقوا عذاب الحريق
2617,الحج,22,23,ان الله يدخل الذين امنوا وعملوا الصالحات جنات تجري من تحتها الانهار يحلون فيها من اساور من ذهب ولؤلؤا ولباسهم فيها حرير
2618,الحج,22,24,وهدوا الى الطيب من القول وهدوا الى صراط الحميد
2619,الحج,22,25,ان الذين كفروا ويصدون عن سبيل الله والمسجد الحرام الذي جعلناه للناس سواء العاكف فيه والباد ومن يرد فيه بالحاد بظلم نذقه من عذاب اليم
2620,الحج,22,26,واذ بوانا لابراهيم مكان البيت ان لا تشرك بي شيئا وطهر بيتي للطائفين والقائمين والركع السجود
2621,الحج,22,27,واذن في الناس بالحج ياتوك رجالا وعلى كل ضامر ياتين من كل فج عميق
2622,الحج,22,28,ليشهدوا منافع لهم ويذكروا اسم الله في ايام معلومات على ما رزقهم من بهيمه الانعام فكلوا منها واطعموا البائس الفقير
2623,الحج,22,29,ثم ليقضوا تفثهم وليوفوا نذورهم وليطوفوا بالبيت العتيق
2624,الحج,22,30,ذلك ومن يعظم حرمات الله فهو خير له عند ربه واحلت لكم الانعام الا ما يتلى عليكم فاجتنبوا الرجس من الاوثان واجتنبوا قول الزور
2625,الحج,22,31,حنفاء لله غير مشركين به ومن يشرك بالله فكانما خر من السماء فتخطفه الطير او تهوي به الريح في مكان سحيق
2626,الحج,22,32,ذلك ومن يعظم شعائر الله فانها من تقوى القلوب
2627,الحج,22,33,لكم فيها منافع الى اجل مسمى ثم محلها الى البيت العتيق
2628,الحج,22,34,ولكل امه جعلنا منسكا ليذكروا اسم الله على ما رزقهم من بهيمه الانعام فالهكم اله واحد فله اسلموا وبشر المخبتين
2629,الحج,22,35,الذين اذا ذكر الله وجلت قلوبهم والصابرين على ما اصابهم والمقيمي الصلاه ومما رزقناهم ينفقون
2630,الحج,22,36,والبدن جعلناها لكم من شعائر الله لكم فيها خير فاذكروا اسم الله عليها صواف فاذا وجبت جنوبها فكلوا منها واطعموا القانع والمعتر كذلك سخرناها لكم لعلكم تشكرون
2631,الحج,22,37,لن ينال الله لحومها ولا دماؤها ولكن يناله التقوى منكم كذلك سخرها لكم لتكبروا الله على ما هداكم وبشر المحسنين
2632,الحج,22,38,ان الله يدافع عن الذين امنوا ان الله لا يحب كل خوان كفور
2633,الحج,22,39,اذن للذين يقاتلون بانهم ظلموا وان الله على نصرهم لقدير
2634,الحج,22,40,الذين اخرجوا من ديارهم بغير حق الا ان يقولوا ربنا الله ولولا دفع الله الناس بعضهم ببعض لهدمت صوامع وبيع وصلوات ومساجد يذكر فيها اسم الله كثيرا ولينصرن الله من ينصره ان الله لقوي عزيز
2635,الحج,22,41,الذين ان مكناهم في الارض اقاموا الصلاه واتوا الزكاه وامروا بالمعروف ونهوا عن المنكر ولله عاقبه الامور
2636,الحج,22,42,وان يكذبوك فقد كذبت قبلهم قوم نوح وعاد وثمود
2637,الحج,22,43,وقوم ابراهيم وقوم لوط
2638,الحج,22,44,واصحاب مدين وكذب موسى فامليت للكافرين ثم اخذتهم فكيف كان نكير
2639,الحج,22,45,فكاين من قريه اهلكناها وهي ظالمه فهي خاويه على عروشها وبئر معطله وقصر مشيد
2640,الحج,22,46,افلم يسيروا في الارض فتكون لهم قلوب يعقلون بها او اذان يسمعون بها فانها لا تعمى الابصار ولكن تعمى القلوب التي في الصدور
2641,الحج,22,47,ويستعجلونك بالعذاب ولن يخلف الله وعده وان يوما عند ربك كالف سنه مما تعدون
2642,الحج,22,48,وكاين من قريه امليت لها وهي ظالمه ثم اخذتها والي المصير
2643,الحج,22,49,قل يا ايها الناس انما انا لكم نذير مبين
2644,الحج,22,50,فالذين امنوا وعملوا الصالحات لهم مغفره ورزق كريم
2645,الحج,22,51,والذين سعوا في اياتنا معاجزين اولئك اصحاب الجحيم
2646,الحج,22,52,وما ارسلنا من قبلك من رسول ولا نبي الا اذا تمنى القى الشيطان في امنيته فينسخ الله ما يلقي الشيطان ثم يحكم الله اياته والله عليم حكيم
2647,الحج,22,53,ليجعل ما يلقي الشيطان فتنه للذين في قلوبهم مرض والقاسيه قلوبهم وان الظالمين لفي شقاق بعيد
2648,الحج,22,54,وليعلم الذين اوتوا العلم انه الحق من ربك فيؤمنوا به فتخبت له قلوبهم وان الله لهاد الذين امنوا الى صراط مستقيم
2649,الحج,22,55,ولا يزال الذين كفروا في مريه منه حتى تاتيهم الساعه بغته او ياتيهم عذاب يوم عقيم
2650,الحج,22,56,الملك يومئذ لله يحكم بينهم فالذين امنوا وعملوا الصالحات في جنات النعيم
2651,الحج,22,57,والذين كفروا وكذبوا باياتنا فاولئك لهم عذاب مهين
2652,الحج,22,58,والذين هاجروا في سبيل الله ثم قتلوا او ماتوا ليرزقنهم الله رزقا حسنا وان الله لهو خير الرازقين
2653,الحج,22,59,ليدخلنهم مدخلا يرضونه وان الله لعليم حليم
2654,الحج,22,60,ذلك ومن عاقب بمثل ما عوقب به ثم بغي عليه لينصرنه الله ان الله لعفو غفور
2655,الحج,22,61,ذلك بان الله يولج الليل في النهار ويولج النهار في الليل وان الله سميع بصير
2656,الحج,22,62,ذلك بان الله هو الحق وان ما يدعون من دونه هو الباطل وان الله هو العلي الكبير
2657,الحج,22,63,الم تر ان الله انزل من السماء ماء فتصبح الارض مخضره ان الله لطيف خبير
2658,الحج,22,64,له ما في السماوات وما في الارض وان الله لهو الغني الحميد
2659,الحج,22,65,الم تر ان الله سخر لكم ما في الارض والفلك تجري في البحر بامره ويمسك السماء ان تقع على الارض الا باذنه ان الله بالناس لرءوف رحيم
2660,الحج,22,66,وهو الذي احياكم ثم يميتكم ثم يحييكم ان الانسان لكفور
2661,الحج,22,67,لكل امه جعلنا منسكا هم ناسكوه فلا ينازعنك في الامر وادع الى ربك انك لعلى هدى مستقيم
2662,الحج,22,68,وان جادلوك فقل الله اعلم بما تعملون
2663,الحج,22,69,الله يحكم بينكم يوم القيامه فيما كنتم فيه تختلفون
2664,الحج,22,70,الم تعلم ان الله يعلم ما في السماء والارض ان ذلك في كتاب ان ذلك على الله يسير
2665,الحج,22,71,ويعبدون من دون الله ما لم ينزل به سلطانا وما ليس لهم به علم وما للظالمين من نصير
2666,الحج,22,72,واذا تتلى عليهم اياتنا بينات تعرف في وجوه الذين كفروا المنكر يكادون يسطون بالذين يتلون عليهم اياتنا قل افانبئكم بشر من ذلكم النار وعدها الله الذين كفروا وبئس المصير
2667,الحج,22,73,يا ايها الناس ضرب مثل فاستمعوا له ان الذين تدعون من دون الله لن يخلقوا ذبابا ولو اجتمعوا له وان يسلبهم الذباب شيئا لا يستنقذوه منه ضعف الطالب والمطلوب
2668,الحج,22,74,ما قدروا الله حق قدره ان الله لقوي عزيز
2669,الحج,22,75,الله يصطفي من الملائكه رسلا ومن الناس ان الله سميع بصير
2670,الحج,22,76,يعلم ما بين ايديهم وما خلفهم والى الله ترجع الامور
2671,الحج,22,77,يا ايها الذين امنوا اركعوا واسجدوا واعبدوا ربكم وافعلوا الخير لعلكم تفلحون
2672,الحج,22,78,وجاهدوا في الله حق جهاده هو اجتباكم وما جعل عليكم في الدين من حرج مله ابيكم ابراهيم هو سماكم المسلمين من قبل وفي هذا ليكون الرسول شهيدا عليكم وتكونوا شهداء على الناس فاقيموا الصلاه واتوا الزكاه واعتصموا بالله هو مولاكم فنعم المولى ونعم النصير
2673,المؤمنون,23,1,بسم الله الرحمن الرحيم قد افلح المؤمنون
2674,المؤمنون,23,2,الذين هم في صلاتهم خاشعون
2675,المؤمنون,23,3,والذين هم عن اللغو معرضون
2676,المؤمنون,23,4,والذين هم للزكاه فاعلون
2677,المؤمنون,23,5,والذين هم لفروجهم حافظون
2678,المؤمنون,23,6,الا على ازواجهم او ما ملكت ايمانهم فانهم غير ملومين
2679,المؤمنون,23,7,فمن ابتغى وراء ذلك فاولئك هم العادون
2680,المؤمنون,23,8,والذين هم لاماناتهم وعهدهم راعون
2681,المؤمنون,23,9,والذين هم على صلواتهم يحافظون
2682,المؤمنون,23,10,اولئك هم الوارثون
2683,المؤمنون,23,11,الذين يرثون الفردوس هم فيها خالدون
2684,المؤمنون,23,12,ولقد خلقنا الانسان من سلاله من طين
2685,المؤمنون,23,13,ثم جعلناه نطفه في قرار مكين
2686,المؤمنون,23,14,ثم خلقنا النطفه علقه فخلقنا العلقه مضغه فخلقنا المضغه عظاما فكسونا العظام لحما ثم انشاناه خلقا اخر فتبارك الله احسن الخالقين
2687,المؤمنون,23,15,ثم انكم بعد ذلك لميتون
2688,المؤمنون,23,16,ثم انكم يوم القيامه تبعثون
2689,المؤمنون,23,17,ولقد خلقنا فوقكم سبع طرائق وما كنا عن الخلق غافلين
2690,المؤمنون,23,18,وانزلنا من السماء ماء بقدر فاسكناه في الارض وانا على ذهاب به لقادرون
2691,المؤمنون,23,19,فانشانا لكم به جنات من نخيل واعناب لكم فيها فواكه كثيره ومنها تاكلون
2692,المؤمنون,23,20,وشجره تخرج من طور سيناء تنبت بالدهن وصبغ للاكلين
2693,المؤمنون,23,21,وان لكم في الانعام لعبره نسقيكم مما في بطونها ولكم فيها منافع كثيره ومنها تاكلون
2694,المؤمنون,23,22,وعليها وعلى الفلك تحملون
2695,المؤمنون,23,23,ولقد ارسلنا نوحا الى قومه فقال يا قوم اعبدوا الله ما لكم من اله غيره افلا تتقون
2696,المؤمنون,23,24,فقال الملا الذين كفروا من قومه ما هذا الا بشر مثلكم يريد ان يتفضل عليكم ولو شاء الله لانزل ملائكه ما سمعنا بهذا في ابائنا الاولين
2697,المؤمنون,23,25,ان هو الا رجل به جنه فتربصوا به حتى حين
2698,المؤمنون,23,26,قال رب انصرني بما كذبون
2699,المؤمنون,23,27,فاوحينا اليه ان اصنع الفلك باعيننا ووحينا فاذا جاء امرنا وفار التنور فاسلك فيها من كل زوجين اثنين واهلك الا من سبق عليه القول منهم ولا تخاطبني في الذين ظلموا انهم مغرقون
2700,المؤمنون,23,28,فاذا استويت انت ومن معك على الفلك فقل الحمد لله الذي نجانا من القوم الظالمين
2701,المؤمنون,23,29,وقل رب انزلني منزلا مباركا وانت خير المنزلين
2702,المؤمنون,23,30,ان في ذلك لايات وان كنا لمبتلين
2703,المؤمنون,23,31,ثم انشانا من بعدهم قرنا اخرين
2704,المؤمنون,23,32,فارسلنا فيهم رسولا منهم ان اعبدوا الله ما لكم من اله غيره افلا تتقون
2705,المؤمنون,23,33,وقال الملا من قومه الذين كفروا وكذبوا بلقاء الاخره واترفناهم في الحياه الدنيا ما هذا الا بشر مثلكم ياكل مما تاكلون منه ويشرب مما تشربون
2706,المؤمنون,23,34,ولئن اطعتم بشرا مثلكم انكم اذا لخاسرون
2707,المؤمنون,23,35,ايعدكم انكم اذا متم وكنتم ترابا وعظاما انكم مخرجون
2708,المؤمنون,23,36,هيهات هيهات لما توعدون
2709,المؤمنون,23,37,ان هي الا حياتنا الدنيا نموت ونحيا وما نحن بمبعوثين
2710,المؤمنون,23,38,ان هو الا رجل افترى على الله كذبا وما نحن له بمؤمنين
2711,المؤمنون,23,39,قال رب انصرني بما كذبون
